node,origami_data,decoded_stream,induced_errors,related_parity_bits,common_parity_bits,related_checksum_bits,success,decoding_time
1,01011100111100001111000100000000011101100110101100101100001011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;32;57,11;13;21;38;41;61;64;65;66;67,,34;45,1,0.036
1,01011100111100001111000100000000011101100110101100101100010011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;32;58,11;13;38;65;67,,34,1,0.036
1,01011100111100001111000100000000011101100110101100101100011001110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;32;60,11;13;17;28;31;38;65;67;68,,34;44,1,0.034
1,01011100111100001111000100000000011101100110101100101100011010110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;32;61,11;13;38;65;67,,34,1,0.035
1,01011100111100001111000100000000011101100110101100101100011011010101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;32;62,11;13;38;65;67,,34,1,0.041
1,01011100111100001111000100000000011101100110101100101100011011100101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;32;63,11;13;38;65;67,,34,1,0.036
1,01011100111100001111000100000000011101100110101100101100011011110001100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;32;65,11;13;38;65;67,,34,1,0.035
1,01011100111100001111000100000000011101100110101100101100011011110100100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;32;67,11;13;38;65;67,,34,1,0.035
1,01011100111100001111000100000000011101100110101100101100011011110101000000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;32;68,11;13;38;65;67,,34,1,0.035
1,01011100111100001111000100000000011101100110101100101100011011110101100000001001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;32;75,11;13;17;18;28;38;41;63;64;65;67,,34;45,1,0.035
1,01011100111100001111000100000000011101100110101100101100011011110101100000010001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;32;76,11;12;13;28;38;41;61;65;67,,34;45,1,0.035
1,01011100111100001111000100000000011101100110101100101100011011110101100000011000,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;32;79,11;13;14;38;48;51;65;67,,34;45,1,0.036
1,01011100111100001111000100000000100101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;33;34,15;17;28;31;51;61;62;64;66;68,,34,1,0.035
1,01011100111100001111000100000000101001100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;33;35,15;17;28;38;58;63;65;67;68,,34,1,0.035
1,01011100111100001111000100000000101100100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;33;37,15;16;17;18;28;31;62;64;68,,34;35,1,0.036
1,01011100111100001111000100000000101101000110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;33;38,15;17;28;68,,34,1,0.035
1,01011100111100001111000100000000101101100010101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;33;41,15;17;28;68,,34,1,0.035
1,01011100111100001111000100000000101101100100101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;33;42,15;17;28;48;61;63;68,,34;44,1,0.035
1,01011100111100001111000100000000101101100110001100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;33;44,11;12;14;15;16;17;21;28;41;68,,34,1,0.035
1,01011100111100001111000100000000101101100110100100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;33;46,11;15;17;28;51;62;64;68,,34;45,1,0.035
1,01011100111100001111000100000000101101100110101000101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;33;47,12;14;15;17;28;41;66;68,,34;45,1,0.036
1,01011100111100001111000100000000101101100110101100001100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;33;50,15;16;17;28;31;58;68,,34;44,1,0.035
1,01011100111100001111000100000000101101100110101100100100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;33;52,15;17;28;48;63;65;68,,34;44,1,0.036
1,01011100111100001111000100000000101101100110101100101000011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;33;53,15;16;17;21;28;31;65;67;68,,34;44,1,0.035
1,01011100111100001111000100000000101101100110101100101100001011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;33;57,15;17;21;28;41;61;64;66;68,,34;45,1,0.035
1,01011100111100001111000100000000101101100110101100101100010011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;33;58,15;17;28;68,,34,1,0.035
1,01011100111100001111000100000000101101100110101100101100011001110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;33;60,13;15;17;28;31;68,,34;44,1,0.034
1,01011100111100001111000100000000101101100110101100101100011010110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;33;61,15;17;28;68,,34,1,0.036
1,01011100111100001111000100000000101101100110101100101100011011010101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;33;62,15;17;28;68,,34,1,0.035
1,01011100111100001111000100000000101101100110101100101100011011100101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;33;63,15;17;28;68,,34,1,0.035
1,01011100111100001111000100000000101101100110101100101100011011110001100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;33;65,15;17;28;68,,34,1,0.035
1,01011100111100001111000100000000101101100110101100101100011011110100100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;33;67,15;17;28;68,,34,1,0.035
1,01011100111100001111000100000000101101100110101100101100011011110101000000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;33;68,15;17;28;68,,34,1,0.033
1,01011100111100001111000100000000101101100110101100101100011011110101100000001001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;33;75,15;17;18;28;41;63;64;68,,34;45,1,0.035
1,01011100111100001111000100000000101101100110101100101100011011110101100000010001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;33;76,12;15;17;28;41;61;65;68,,34;45,1,0.036
1,01011100111100001111000100000000101101100110101100101100011011110101100000011000,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;33;79,13;14;15;17;28;48;51;67;68,,34;45,1,0.035
1,01011100111100001111000100000000110001100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;34;35,31;38;51;58;61;62;63;64;65;66;67;68,,,1,0.036
1,01011100111100001111000100000000110100100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;34;37,16;18;31;51;61;62;64;66,,35,1,0.036
1,01011100111100001111000100000000110101000110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;34;38,31;51;61;62;64;66,,,1,0.035
1,01011100111100001111000100000000110101100010101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;34;41,31;51;61;62;64;66,,,1,0.036
1,01011100111100001111000100000000110101100100101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;34;42,15;17;31;48;51;61;62;63;64;66,,44,1,0.036
1,01011100111100001111000100000000110101100110001100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;34;44,11;12;14;16;21;31;41;51;61;62;64;66,,,1,0.041
1,01011100111100001111000100000000110101100110100100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;34;46,11;31;51;61;62;64;66,,45,1,0.038
1,01011100111100001111000100000000110101100110101000101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;34;47,12;14;31;41;51;61;62;64;66;68,,45,1,0.036
1,01011100111100001111000100000000110101100110101100001100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;34;50,15;16;31;51;58;61;62;64;66;68,,44,1,0.036
1,01011100111100001111000100000000110101100110101100100100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;34;52,28;31;48;51;61;62;63;64;65;66;68,,44,1,0.036
1,01011100111100001111000100000000110101100110101100101000011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;34;53,16;21;31;51;61;62;64;65;66;67,,44,1,0.036
1,01011100111100001111000100000000110101100110101100101100001011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;34;57,21;31;41;51;61;62;64;66,,45,1,0.036
1,01011100111100001111000100000000110101100110101100101100010011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;34;58,31;51;61;62;64;66,,,1,0.036
1,01011100111100001111000100000000110101100110101100101100011001110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;34;60,13;17;28;31;51;61;62;64;66;68,,44,1,0.035
1,01011100111100001111000100000000110101100110101100101100011010110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;34;61,31;51;61;62;64;66,,,1,0.035
1,01011100111100001111000100000000110101100110101100101100011011010101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;34;62,31;51;61;62;64;66,,,1,0.035
1,01011100111100001111000100000000110101100110101100101100011011100101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;34;63,31;51;61;62;64;66,,,1,0.036
1,01011100111100001111000100000000110101100110101100101100011011110001100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;34;65,31;51;61;62;64;66,,,1,0.035
1,01011100111100001111000100000000110101100110101100101100011011110100100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;34;67,31;51;61;62;64;66,,,1,0.036
1,01011100111100001111000100000000110101100110101100101100011011110101000000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;34;68,31;51;61;62;64;66,,,1,0.035
1,01011100111100001111000100000000110101100110101100101100011011110101100000001001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;34;75,17;18;28;31;41;51;61;62;63;64;66,,45,1,0.036
1,01011100111100001111000100000000110101100110101100101100011011110101100000010001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;34;76,12;28;31;41;51;61;62;64;65;66,,45,1,0.035
1,01011100111100001111000100000000110101100110101100101100011011110101100000011000,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;34;79,13;14;31;48;51;61;62;64;66;67,,45,1,0.036
1,01011100111100001111000100000000111000100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;35;37,16;18;31;38;58;62;63;64;65;67;68,,35,1,0.036
1,01011100111100001111000100000000111001000110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;35;38,38;58;63;65;67;68,,,1,0.036
1,01011100111100001111000100000000111001100010101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;35;41,38;58;63;65;67;68,,,1,0.036
